"CONSECUTIVO"	"CEDULA"	"DEPARTAMENTO"	"MONTO"	"SUCURSAL"	"PRODUCTO"	"USUARIO"
2916	24085	250	29442	6	3	136
2917	29224	20	38466	4	18	184
2918	18527	20	27825	5	8	141
2919	17258	70	85176	1	5	138
2920	17915	170	11869	5	17	144
2921	15315	30	47347	3	2	140
2922	24219	180	89125	5	12	161
2923	21794	230	38466	2	18	117
2924	14167	90	38466	4	18	146
2925	29082	130	54620	3	9	110
2926	11090	50	47347	7	2	133
2927	20857	30	95810	2	11	168
2928	15309	120	27825	7	8	112
2929	13849	120	73123	4	10	182
2930	13949	190	73123	6	10	195
2931	12946	60	89125	3	12	131
2932	18768	200	66806	7	14	190
2933	12418	110	73123	1	10	133
2934	26741	240	54620	3	9	197
2935	20187	150	63641	5	16	159
2936	16526	50	70724	4	6	125
2937	21487	240	47347	1	2	139
2938	21918	250	38466	1	18	180
2939	21332	250	63641	1	16	152
2940	24993	190	63641	7	16	185
2941	16319	100	38466	5	18	128
2942	19022	20	27825	2	8	172
2943	29075	220	1760	3	1	179
2944	17212	130	29442	1	3	157
2945	14221	140	11869	3	17	172
2946	14793	230	1526	4	13	143
2947	23407	260	85176	7	5	186
2948	26361	200	29442	2	3	118
2949	27316	170	9474	3	15	187
2950	16281	130	66806	4	14	200
2951	22116	230	29442	3	3	150
2952	24623	20	29442	1	3	116
2953	28205	120	73123	5	10	192
2954	28991	140	1526	1	13	198
2955	29482	190	66806	5	14	143
2956	26518	250	70047	6	7	151
2957	12488	200	38466	4	18	204
2958	11390	190	1526	5	13	170
2959	21051	80	70724	5	6	185
2960	12470	140	1526	3	13	146
2961	16446	150	63641	6	16	191
2962	22452	210	66806	5	14	142
2963	28929	90	70047	4	7	178
2964	19808	60	47347	7	2	147
2965	12444	20	1526	4	13	195
2966	19044	130	47347	6	2	203
2967	20185	60	70047	1	7	121
2968	11007	210	90367	1	4	137
2969	20186	180	9474	5	15	102
2970	11637	90	70047	4	7	112
2971	22305	260	85176	3	5	184
2972	13069	70	70724	5	6	156
2973	13406	250	90367	3	4	170
2974	15380	90	66806	7	14	126
2975	19610	140	11869	7	17	153
2976	24325	10	70047	4	7	135
2977	27807	200	27825	6	8	136
2978	13975	260	89125	3	12	143
2979	23288	70	27825	5	8	197
2980	21860	130	63641	4	16	189
2981	18235	40	1760	1	1	167
2982	15355	80	9474	3	15	202
2983	17376	90	89125	1	12	118
2984	15843	120	90367	2	4	197
2985	26882	140	66806	1	14	158
2986	27501	170	27825	1	8	159
2987	17658	180	11869	3	17	104
2988	20764	80	85176	5	5	132
2989	12956	160	11869	2	17	158
2990	17717	40	47347	3	2	180
2991	11362	110	11869	4	17	189
2992	14778	240	1526	5	13	139
2993	12928	110	54620	1	9	139
2994	18889	140	1526	5	13	135
2995	16247	40	85176	7	5	150
2996	16859	160	11869	5	17	107
2997	11826	270	11869	3	17	178
2998	13355	30	66806	1	14	165
2999	18958	250	47347	3	2	121
3000	18498	220	54620	7	9	203
3001	13016	90	63641	2	16	199
3002	17278	60	63641	6	16	123
3003	19651	100	47347	1	2	187
3004	26055	230	85176	4	5	173
3005	28161	10	38466	1	18	194
3006	25467	110	63641	5	16	113
3007	13361	270	47347	2	2	160
3008	18780	30	1760	2	1	129
3009	17792	100	66806	3	14	192
3010	17577	220	85176	3	5	198
3011	17483	180	1526	5	13	172
3012	16069	230	9474	6	15	130
3013	17336	30	85176	3	5	121
3014	17132	150	89125	4	12	179
3015	20590	240	54620	2	9	113
3016	11348	160	29442	1	3	110
3017	26564	270	95810	3	11	141
3018	26586	110	70724	5	6	143
3019	21976	200	47347	6	2	201
3020	28735	140	70724	2	6	160
3021	14049	90	1526	5	13	137
3022	14720	200	1760	3	1	193
3023	29243	90	95810	1	11	116
3024	27665	230	38466	3	18	145
3025	12228	80	95810	6	11	166
3026	21644	220	47347	7	2	198
3027	16845	260	29442	6	3	191
3028	13486	180	89125	2	12	164
3029	19238	80	27825	3	8	142
3030	27662	240	66806	7	14	121
3031	28304	270	90367	5	4	199
3032	17274	40	11869	4	17	107
3033	17447	140	66806	1	14	119
3034	25346	90	27825	1	8	106
3035	14818	30	47347	7	2	195
3036	12129	60	70047	4	7	169
3037	24093	200	90367	4	4	159
3038	12936	150	95810	3	11	115
3039	11620	90	11869	3	17	154
3040	18504	40	73123	7	10	130
3041	22736	110	63641	4	16	111
3042	22523	20	70047	7	7	121
3043	26940	210	27825	4	8	161
3044	14042	190	63641	3	16	152
3045	21783	270	90367	7	4	170
3046	28023	50	73123	3	10	158
3047	24345	80	54620	6	9	160
3048	21535	20	27825	5	8	103
3049	12210	100	73123	1	10	121
3050	21278	60	11869	4	17	102
3051	17382	80	38466	6	18	192
3052	18529	100	85176	6	5	182
3053	19333	180	1760	5	1	206
3054	14974	50	89125	3	12	186
3055	24435	250	1526	5	13	184
3056	12329	170	27825	1	8	169
3057	23580	140	73123	4	10	175
3058	15268	30	54620	5	9	183
3059	28627	70	11869	3	17	112
3060	14098	130	63641	7	16	184
3061	16307	170	9474	5	15	151
3062	17772	80	47347	3	2	111
3063	25708	120	95810	4	11	153
3064	22490	100	85176	4	5	174
3065	15668	90	1760	6	1	205
3066	21158	30	1760	6	1	108
3067	28518	130	27825	7	8	194
3068	26333	190	85176	2	5	191
3069	17127	120	38466	1	18	184
3070	28334	220	70724	7	6	105
3071	28797	50	85176	2	5	121
3072	28414	250	89125	2	12	203
3073	12962	130	63641	3	16	138
3074	11719	70	54620	7	9	121
3075	22523	90	9474	6	15	167
3076	24832	220	11869	6	17	202
3077	27560	30	29442	1	3	117
3078	16049	230	9474	3	15	110
3079	12588	30	47347	1	2	101
3080	16824	200	70047	1	7	162
3081	28780	10	63641	3	16	173
3082	12177	10	54620	4	9	111
3083	18207	250	11869	7	17	122
3084	23798	230	90367	7	4	122
3085	26327	260	90367	4	4	195
3086	20773	90	54620	4	9	189
3087	14861	190	29442	5	3	105
3088	17994	250	70724	1	6	151
3089	21224	150	54620	1	9	162
3090	18384	250	73123	2	10	150
3091	18481	60	73123	2	10	120
3092	19640	50	54620	7	9	163
3093	28114	190	90367	2	4	188
3094	12842	130	89125	4	12	138
3095	16140	20	29442	5	3	161
3096	22247	90	9474	4	15	146
3097	23081	240	70047	4	7	131
3098	11066	170	38466	6	18	156
3099	13223	100	66806	7	14	180
3100	26917	130	89125	2	12	169
3101	25364	40	11869	6	17	171
3102	16511	70	27825	6	8	164
3103	27794	60	89125	5	12	193
3104	14118	40	95810	6	11	124
3105	12783	270	70047	5	7	149
3106	22069	230	47347	2	2	181
3107	20654	210	1760	7	1	141
3108	24713	180	70724	7	6	104
3109	17971	190	54620	5	9	112
3110	25406	20	90367	6	4	195
3111	20316	170	70724	1	6	182
3112	23387	170	70724	6	6	112
3113	11046	190	73123	4	10	170
3114	22901	10	54620	5	9	140
3115	19483	230	95810	4	11	120
3116	22082	150	90367	1	4	179
3117	26433	170	85176	1	5	190
3118	16715	200	73123	2	10	165
3119	16270	70	29442	3	3	137
3120	27650	120	66806	3	14	175
3121	19837	40	1526	6	13	113
3122	24679	170	70724	3	6	166
3123	15539	20	11869	1	17	140
3124	27245	250	11869	1	17	118
3125	17359	270	89125	5	12	181
3126	19387	150	85176	6	5	163
3127	12957	260	95810	4	11	152
3128	12358	10	54620	1	9	198
3129	16768	210	29442	2	3	180
3130	26776	60	38466	4	18	197
3131	15416	250	11869	2	17	194
3132	25078	40	63641	4	16	171
3133	28366	80	47347	5	2	204
3134	14283	250	9474	2	15	201
3135	25616	40	29442	4	3	158
3136	12148	190	90367	1	4	148
3137	18666	20	70047	5	7	105
3138	23931	100	95810	7	11	200
3139	28096	110	29442	3	3	198
3140	26329	220	85176	4	5	165
3141	28441	160	54620	2	9	148
3142	26818	250	73123	7	10	143
3143	17641	250	11869	2	17	108
3144	23544	70	27825	6	8	108
3145	20966	150	47347	7	2	103
3146	19603	230	95810	7	11	131
3147	26462	220	27825	7	8	141
3148	20832	270	70047	4	7	196
3149	27567	260	89125	3	12	186
3150	14850	160	1760	2	1	155
3151	17224	170	38466	3	18	152
3152	22066	170	11869	3	17	130
3153	13034	240	1526	3	13	156
3154	17580	70	47347	2	2	166
3155	24357	150	11869	7	17	179
3156	21486	50	47347	6	2	167
3157	19676	210	11869	7	17	120
3158	24850	70	29442	4	3	142
3159	11597	130	1526	4	13	161
3160	17221	90	95810	4	11	204
3161	22841	40	89125	6	12	114
3162	20837	20	89125	5	12	163
3163	24654	200	1526	2	13	196
3164	25989	110	90367	5	4	183
3165	22771	260	47347	2	2	119
3166	15648	260	1760	2	1	140
3167	12139	60	73123	6	10	161
3168	13245	90	89125	5	12	140
3169	21621	130	47347	4	2	189
3170	26512	270	70724	3	6	110
3171	14170	250	73123	2	10	137
3172	19515	170	38466	2	18	191
3173	11806	20	38466	6	18	200
3174	11821	80	95810	2	11	106
3175	27491	220	47347	7	2	131
3176	21767	60	1526	3	13	132
3177	20071	90	90367	2	4	187
3178	27236	250	89125	7	12	150
3179	22157	10	73123	2	10	139
3180	24353	230	27825	3	8	122
3181	21887	120	54620	5	9	184
3182	20272	130	1526	1	13	126
3183	15920	60	38466	1	18	114
3184	27800	80	38466	5	18	121
3185	15987	130	70047	6	7	124
3186	27502	50	38466	7	18	154
3187	16063	120	66806	2	14	101
3188	27485	140	27825	2	8	197
3189	19284	190	66806	7	14	145
3190	17658	240	9474	5	15	182
3191	23713	110	29442	5	3	157
3192	21251	50	38466	2	18	131
3193	17103	150	85176	2	5	164
3194	27213	250	85176	7	5	159
3195	17755	190	38466	6	18	149
3196	16097	240	1526	7	13	145
3197	21193	160	27825	3	8	177
3198	22217	90	70724	3	6	189
3199	23026	220	70724	7	6	138
3200	26801	150	70047	3	7	130
3201	27314	60	85176	5	5	205
3202	27033	170	63641	6	16	111
3203	11503	90	9474	3	15	166
3204	14358	90	38466	6	18	146
3205	11078	230	85176	4	5	147
3206	19905	140	29442	3	3	184
3207	24269	220	9474	1	15	205
3208	20538	60	29442	2	3	109
3209	18374	210	1526	4	13	186
3210	25499	230	89125	5	12	101
3211	23525	200	54620	7	9	134
3212	24371	110	70724	6	6	206
3213	16784	230	90367	3	4	118
3214	20843	10	70047	6	7	198
3215	14499	270	29442	3	3	105
3216	21587	80	89125	4	12	100
3217	11110	10	38466	4	18	102
3218	15730	10	9474	5	15	130
3219	23207	100	9474	4	15	146
3220	18537	110	54620	3	9	149
3221	21886	250	89125	3	12	173
3222	13362	220	66806	1	14	100
3223	14430	220	9474	4	15	145
3224	15884	120	47347	3	2	201
3225	22350	60	70724	1	6	163
3226	27456	180	27825	3	8	162
3227	19045	40	95810	1	11	155
3228	16807	230	29442	2	3	131
3229	11276	80	47347	3	2	171
3230	13639	240	70047	1	7	124
3231	15225	120	1760	5	1	201
3232	23051	240	38466	7	18	107
3233	17908	130	90367	4	4	136
3234	19746	40	47347	1	2	116
3235	23547	10	54620	3	9	166
3236	21834	20	66806	1	14	156
3237	17782	50	54620	4	9	198
3238	26106	220	38466	1	18	190
3239	21082	70	1526	2	13	167
3240	21539	120	38466	7	18	107
3241	28156	20	70047	3	7	152
3242	13813	200	11869	5	17	102
3243	14216	70	38466	7	18	156
3244	20508	180	11869	4	17	140
3245	23500	90	85176	1	5	163
3246	18252	130	63641	1	16	144
3247	12308	230	85176	6	5	177
3248	27972	260	70047	2	7	147
3249	18186	110	1760	5	1	144
3250	24149	180	90367	3	4	115
3251	11653	210	89125	1	12	163
3252	23973	100	1526	1	13	144
3253	18942	110	54620	7	9	170
3254	18632	250	63641	1	16	205
3255	22853	80	1760	1	1	196
3256	14013	50	66806	3	14	179
3257	17678	10	47347	3	2	119
3258	25132	130	89125	1	12	198
3259	28862	50	1760	7	1	124
3260	22628	90	29442	5	3	121
3261	18293	170	63641	5	16	139
3262	26807	210	70724	1	6	201
3263	26973	170	1760	1	1	180
3264	25582	40	47347	6	2	136
3265	28170	50	1760	1	1	135
3266	19472	190	27825	3	8	164
3267	16732	220	1526	4	13	100
3268	26098	100	54620	4	9	199
3269	28752	30	70047	1	7	103
3270	16347	210	95810	2	11	136
3271	28665	90	73123	5	10	137
3272	23976	20	1760	3	1	101
3273	19626	260	89125	7	12	204
3274	29391	100	95810	1	11	115
3275	20376	30	47347	4	2	131
3276	16524	230	63641	7	16	113
3277	27671	230	1760	5	1	189
3278	23432	50	85176	2	5	173
3279	21462	60	11869	1	17	120
3280	18038	90	29442	5	3	180
3281	23667	260	63641	7	16	102
3282	26803	30	73123	6	10	168
3283	19344	220	70724	5	6	147
3284	12638	160	11869	6	17	145
3285	11031	110	1760	2	1	101
3286	25940	80	85176	2	5	146
3287	25241	170	70047	2	7	165
3288	14760	220	1526	5	13	131
3289	13394	110	1526	5	13	135
3290	27787	70	85176	5	5	184
3291	23067	160	9474	3	15	173
3292	22589	230	66806	4	14	202
3293	13519	260	70724	1	6	162
3294	23993	50	70047	3	7	144
3295	18791	110	1526	3	13	133
3296	13752	140	29442	1	3	147
3297	25776	200	66806	1	14	184
3298	16622	20	63641	5	16	157
3299	14785	200	47347	1	2	176
3300	27727	270	54620	7	9	184
3301	12707	150	89125	4	12	117
3302	23747	60	1526	5	13	143
3303	23409	140	27825	5	8	116
3304	11303	170	47347	5	2	164
3305	12695	240	11869	1	17	141
3306	21602	30	63641	2	16	143
3307	20815	160	9474	5	15	169
3308	15212	20	73123	3	10	105
3309	11317	130	85176	3	5	196
3310	14377	80	27825	4	8	182
3311	28358	150	1526	4	13	138
3312	26878	240	89125	5	12	193
3313	16133	50	9474	1	15	102
3314	18425	250	63641	1	16	118
3315	27723	110	70047	7	7	134
3316	15197	140	66806	6	14	164
3317	21314	70	1526	7	13	170
3318	28512	150	29442	7	3	131
3319	16132	160	66806	7	14	201
3320	16614	60	63641	4	16	115
3321	22649	160	90367	1	4	186
3322	22136	90	38466	1	18	116
3323	17635	110	89125	1	12	186
3324	24891	220	1760	6	1	107
3325	17308	100	9474	3	15	190
3326	14750	110	89125	3	12	160
3327	21832	60	47347	2	2	124
3328	11108	170	85176	3	5	140
3329	29146	170	63641	6	16	192
3330	18365	150	70047	5	7	163
3331	15247	230	27825	2	8	179
3332	20692	90	38466	1	18	124
3333	26765	40	54620	7	9	183
3334	12337	210	70724	3	6	134
3335	27122	20	90367	2	4	124
3336	20961	30	11869	5	17	118
3337	12623	160	47347	6	2	111
3338	17511	160	70724	1	6	146
3339	26569	20	66806	3	14	131
3340	24920	30	1760	2	1	119
3341	25800	210	27825	5	8	139
3342	20043	260	70047	4	7	141
3343	22457	160	38466	2	18	177
3344	13685	130	85176	6	5	184
3345	11052	240	1760	2	1	130
3346	14855	190	47347	6	2	154
3347	18982	170	38466	4	18	119
3348	19065	40	95810	2	11	109
3349	19944	40	9474	1	15	119
3350	19562	200	29442	7	3	130
3351	14434	250	89125	2	12	136
3352	20169	60	29442	2	3	121
3353	24672	230	1760	3	1	150
3354	12318	240	1526	7	13	157
3355	13042	190	90367	4	4	132
3356	21074	40	29442	4	3	127
3357	20949	130	89125	2	12	159
3358	27618	20	54620	7	9	169
3359	23252	220	63641	5	16	199
3360	15203	70	70047	3	7	203
3361	12652	20	29442	6	3	178
3362	19021	140	9474	7	15	119
3363	17933	190	95810	1	11	173
3364	15433	240	1760	7	1	187
3365	17393	210	47347	5	2	171
3366	26154	240	90367	6	4	148
3367	11242	190	66806	7	14	190
3368	16771	170	11869	6	17	192
3369	23806	170	73123	7	10	111
3370	11613	160	70724	4	6	100
3371	23874	200	9474	1	15	143
3372	21665	260	85176	5	5	159
3373	18189	10	54620	1	9	113
3374	18098	210	85176	4	5	118
3375	11955	130	38466	3	18	205
3376	28887	270	70047	7	7	196
3377	23847	250	9474	3	15	151
3378	19784	20	47347	3	2	193
3379	20942	200	66806	2	14	154
3380	14535	240	9474	3	15	185
3381	19407	190	1526	5	13	146
3382	22761	130	47347	6	2	182
3383	19884	20	47347	7	2	178
3384	27930	80	70724	5	6	190
3385	26954	20	27825	4	8	181
3386	28233	180	70047	1	7	102
3387	11931	60	95810	5	11	151
3388	11091	230	73123	4	10	200
3389	25374	200	70724	7	6	121
3390	15498	270	63641	1	16	193
3391	22210	110	1760	3	1	101
3392	22910	120	1760	5	1	128
3393	23430	60	95810	1	11	199
3394	16676	230	73123	6	10	124
3395	17743	140	1760	6	1	115
3396	26138	250	27825	4	8	113
3397	14350	60	63641	6	16	120
3398	23736	270	9474	1	15	167
3399	21727	70	89125	1	12	151
3400	18557	70	63641	6	16	109
3401	22406	100	1760	3	1	191
3402	28479	240	89125	3	12	204
3403	11928	200	1526	5	13	184
3404	29234	20	38466	2	18	141
3405	18745	20	73123	4	10	150
3406	28834	140	90367	6	4	184
3407	21653	180	27825	4	8	126
3408	26523	120	89125	1	12	172
3409	18411	160	1760	6	1	180
3410	22401	180	1526	3	13	148
3411	23905	200	70724	7	6	108
3412	18610	40	95810	3	11	159
3413	26569	20	90367	2	4	171
3414	25848	70	70047	6	7	144
3415	29186	210	70724	7	6	122
3416	19164	100	27825	2	8	194
3417	24859	220	47347	2	2	142
3418	25806	160	90367	6	4	100
3419	16431	170	90367	1	4	143
3420	20527	110	73123	2	10	102
3421	22802	80	47347	6	2	118
3422	14001	190	54620	6	9	154
3423	24046	10	63641	7	16	168
3424	19840	230	63641	7	16	198
3425	22452	10	54620	7	9	161
3426	15831	40	70724	4	6	104
3427	20889	190	66806	6	14	165
3428	14008	150	54620	3	9	129
3429	13669	150	85176	4	5	128
3430	28573	80	85176	2	5	206
3431	22103	170	47347	3	2	155
3432	15130	60	70047	5	7	102
3433	28532	70	1760	3	1	144
3434	24264	70	47347	5	2	124
3435	11382	210	29442	7	3	112
3436	17366	50	66806	1	14	189
3437	16925	210	9474	4	15	119
3438	25084	20	95810	5	11	133
3439	15760	200	63641	7	16	105
3440	16508	260	1760	1	1	124
3441	11800	30	54620	2	9	121
3442	20307	80	1760	7	1	165
3443	25893	90	66806	5	14	136
3444	21352	50	73123	4	10	135
3445	18975	180	1526	1	13	149
3446	23581	180	1526	4	13	112
3447	14837	130	38466	6	18	112
3448	28514	230	73123	2	10	172
3449	20467	260	1760	2	1	169
3450	20233	200	1760	7	1	156
3451	25929	30	63641	6	16	136
3452	27682	50	66806	3	14	157
3453	16940	250	70724	7	6	110
3454	12541	50	85176	6	5	160
3455	18510	30	85176	4	5	182
3456	14245	70	85176	4	5	137
3457	21988	190	66806	4	14	150
3458	12062	50	1526	7	13	163
3459	13585	110	27825	7	8	150
3460	15649	180	11869	5	17	144
3461	22387	20	1526	5	13	150
3462	26848	120	63641	4	16	202
3463	25775	70	85176	4	5	192
3464	23731	70	90367	1	4	190
3465	22201	220	70724	4	6	129
3466	13022	260	63641	7	16	113
3467	29439	70	11869	2	17	125
3468	13511	110	54620	3	9	182
3469	12462	30	73123	6	10	137
3470	25889	170	29442	6	3	178
3471	15925	190	90367	7	4	195
3472	11875	130	70724	6	6	105
3473	16316	130	73123	2	10	193
3474	13056	100	90367	5	4	107
3475	23983	110	38466	2	18	139
3476	14777	160	90367	7	4	179
3477	11176	240	70047	3	7	103
3478	23847	230	27825	6	8	195
3479	14438	50	11869	3	17	124
3480	15247	50	66806	2	14	107
3481	19344	40	11869	3	17	139
3482	13475	250	27825	4	8	146
3483	19114	130	1526	3	13	111
3484	20215	150	11869	6	17	138
3485	12340	110	27825	6	8	205
3486	19498	240	73123	6	10	123
3487	21413	90	1526	2	13	126
3488	23687	70	1526	3	13	136
3489	22277	240	38466	5	18	112
3490	13751	150	27825	4	8	163
3491	15027	110	90367	3	4	200
3492	14932	240	70724	2	6	127
3493	15818	30	27825	4	8	147
3494	15247	60	47347	5	2	198
3495	15257	150	89125	2	12	109
3496	16570	150	70724	7	6	131
3497	12484	270	63641	5	16	103
3498	25745	270	66806	7	14	133
3499	27247	140	54620	1	9	123
3500	18432	80	1526	5	13	203
3501	20964	270	1760	4	1	168
3502	17447	60	63641	7	16	115
3503	23236	100	90367	7	4	128
3504	22529	80	70047	2	7	195
3505	13650	40	95810	6	11	195
3506	15594	60	38466	2	18	167
3507	15304	270	73123	4	10	107
3508	28660	40	1526	6	13	157
3509	25847	30	47347	4	2	127
3510	28833	190	73123	3	10	101
3511	24474	270	38466	1	18	143
3512	22121	160	29442	2	3	186
3513	14943	60	63641	4	16	182
3514	17139	110	1760	3	1	133
3515	27996	110	73123	3	10	171
3516	13216	210	1526	1	13	121
3517	27439	250	70724	5	6	154
3518	23949	180	89125	4	12	110
3519	14050	20	85176	6	5	206
3520	16351	60	85176	3	5	129
3521	20479	210	63641	1	16	119
3522	21498	210	73123	7	10	185
3523	11091	30	11869	6	17	114
3524	23700	180	63641	1	16	174
3525	16548	110	9474	6	15	187
3526	11752	20	11869	6	17	165
3527	17621	170	66806	3	14	196
3528	26787	90	29442	1	3	169
3529	17694	230	9474	6	15	177
3530	13523	30	54620	7	9	157
3531	12032	110	54620	6	9	188
3532	12364	140	95810	4	11	192
3533	23252	40	90367	7	4	129
3534	17677	220	63641	5	16	204
3535	12844	20	1760	7	1	112
3536	12185	270	85176	7	5	124
3537	20159	160	38466	6	18	136
3538	11952	220	63641	3	16	116
3539	17148	170	27825	7	8	152
3540	29238	250	70724	3	6	160
3541	27511	40	70047	2	7	168
3542	23433	270	85176	5	5	118
3543	11070	260	70047	5	7	141
3544	16991	40	66806	7	14	103
3545	13497	20	38466	2	18	183
3546	21196	20	89125	4	12	151
3547	17687	260	1526	3	13	196
3548	16503	170	11869	5	17	113
3549	19732	150	54620	7	9	177
3550	26643	80	73123	6	10	195
3551	23284	110	47347	5	2	169
3552	17346	220	89125	4	12	174
3553	28642	240	38466	7	18	184
3554	23606	100	1526	6	13	131
3555	12935	200	54620	5	9	105
3556	26487	190	90367	1	4	127
3557	11053	100	70724	6	6	107
3558	27423	90	85176	2	5	118
3559	22851	30	27825	6	8	112
3560	18005	130	70724	2	6	104
3561	29325	140	54620	2	9	113
3562	26723	40	73123	2	10	129
3563	29194	140	66806	6	14	146
3564	23706	20	54620	6	9	200
3565	22940	140	70724	7	6	175
3566	28435	110	85176	2	5	106
3567	12782	170	66806	7	14	177
3568	26102	240	9474	5	15	129
3569	26127	170	89125	3	12	189
3570	19941	80	89125	5	12	188
3571	14025	230	1760	4	1	126
3572	16496	270	70724	6	6	159
3573	24097	230	85176	7	5	196
3574	22429	20	95810	7	11	108
3575	20828	70	73123	5	10	170
3576	18880	260	11869	6	17	138
3577	14670	250	73123	4	10	149
3578	22908	170	11869	3	17	143
3579	22889	220	63641	3	16	123
3580	11706	60	27825	5	8	180
3581	24183	240	85176	7	5	200
3582	21733	80	70724	5	6	193
3583	16533	80	95810	4	11	130
3584	27847	210	85176	4	5	165
3585	15843	270	85176	5	5	111
3586	23106	50	95810	3	11	125
3587	11858	80	38466	2	18	113
3588	21302	210	47347	3	2	203
3589	21449	30	66806	6	14	164
3590	29312	220	1526	4	13	158
3591	21930	20	63641	6	16	113
3592	11534	120	66806	4	14	190
3593	21367	50	29442	1	3	173
3594	19175	160	9474	5	15	187
3595	27573	200	70724	3	6	201
3596	21720	260	27825	4	8	130
3597	20192	160	66806	1	14	110
3598	19368	230	90367	6	4	204
3599	28176	140	54620	6	9	129
3600	18067	20	70724	2	6	139
3601	27458	30	70047	2	7	166
3602	20746	160	29442	2	3	109
3603	26560	230	47347	2	2	194
3604	25647	90	63641	3	16	146
3605	13436	80	90367	1	4	152
3606	21909	110	90367	3	4	162
3607	12662	160	11869	6	17	177
3608	25350	200	9474	6	15	200
3609	27635	110	95810	4	11	100
3610	12793	210	90367	4	4	191
3611	15893	200	66806	5	14	114
3612	25912	250	95810	2	11	129
3613	12394	100	1526	3	13	103
3614	24972	90	90367	7	4	127
3615	25367	230	1526	5	13	157
3616	16587	130	73123	1	10	141
3617	18028	150	95810	7	11	143
3618	28129	160	9474	1	15	105
3619	25929	240	1760	3	1	186
3620	29470	10	95810	7	11	169
3621	28159	90	73123	6	10	144
3622	24866	120	1760	5	1	177
3623	25778	200	11869	5	17	184
3624	23164	240	54620	6	9	160
3625	28992	80	1760	4	1	124
3626	14431	40	11869	2	17	140
3627	13473	190	95810	7	11	104
3628	23910	140	29442	2	3	205
3629	11629	120	1760	1	1	118
3630	13949	70	9474	1	15	130
3631	21527	200	95810	6	11	165
3632	21795	240	70724	1	6	149
3633	18483	100	90367	1	4	108
3634	13427	230	70047	6	7	141
3635	19489	90	1760	7	1	197
3636	20757	10	1526	2	13	112
3637	26156	260	11869	6	17	113
3638	14758	210	11869	4	17	139
3639	21945	230	63641	3	16	136
3640	20118	80	47347	6	2	120
3641	26148	90	90367	2	4	172
3642	22330	110	70047	4	7	105
3643	23780	130	63641	1	16	133
3644	20258	240	70724	7	6	182
3645	28088	230	29442	3	3	192
3646	21015	240	66806	2	14	183
3647	22583	10	54620	7	9	147
3648	12152	60	70724	3	6	179
3649	11756	110	90367	3	4	202
3650	17349	40	11869	6	17	177
3651	16337	200	1526	7	13	200
